country,p,d,q,P,D,Q,s,AIC,BIC,dev_MSE,fit_time
BE,2,1,2,0,0,1,24,538223.7694009985,538275.3928503009,2974417.483233976,55.921303033828735
BE,2,1,2,0,1,0,24,523837.88301302504,523880.90255411033,336687162.6201375,13.046617269515991
BE,2,1,2,0,1,1,24,511495.80966222065,511547.42953654774,44369104.41096316,134.9153492450714
BE,2,1,2,1,0,0,24,520938.8655261421,520990.4891243556,2667596.3007453713,85.19788813591003
BE,2,1,2,1,0,1,24,511529.17813624465,511589.4054937641,1414158.6629405767,151.04444408416748
BE,2,1,2,1,1,0,24,519902.0350881611,519953.6551114881,101333335.4899161,84.52862763404846
BE,2,1,2,1,1,1,24,509532.93846832326,509593.1616550382,2605495.068955225,242.93703055381775
BG,0,0,0,0,0,0,24,791443.4608851549,791452.0654632557,20515182.620238096,0.16073942184448242
BG,0,0,0,0,0,1,24,761379.2707267548,761396.4786920963,20461345.390631877,4.640716552734375
BG,0,0,0,0,1,0,24,558794.5507664006,558803.1547490715,667455.3571428572,1.2064425945281982
BG,0,0,0,0,1,1,24,558416.8627744936,558434.0695482654,668321.6216996108,11.74280309677124
BG,0,0,0,1,0,0,24,558772.1494602084,558789.3574751832,2137973.247388879,4.741544008255005
BG,0,0,0,1,0,1,24,558755.762655479,558781.5746034913,2094827.6752762771,4.734769582748413
BG,0,0,0,1,1,0,24,558433.0753931237,558450.2822165585,667927.6709094597,4.921733856201172
BG,0,0,0,1,1,1,24,555406.5895788303,555432.399739488,695020.6403426494,48.24271869659424
BG,0,0,1,0,0,0,24,761351.8257012271,761369.0348078237,20513557.040706914,1.3287370204925537
BG,0,0,1,0,0,1,24,753341.0514861732,753366.8633597336,20458555.90846213,18.232128620147705
BG,0,0,1,0,1,0,24,515387.9095288848,515405.1174445918,670985.3682858812,6.047700643539429
BG,0,0,1,0,1,1,24,514705.8794061281,514731.6894922896,677014.3105606902,24.91615319252014
BG,0,0,1,1,0,0,24,515372.43309139984,515398.2451138621,2460112.90120127,20.22807264328003
BG,0,0,1,1,0,1,24,515432.74465490645,515467.1604863203,2527014.1492415518,58.9636013507843
BG,0,0,1,1,1,0,24,514880.1834379632,514905.9936731153,673443.3061359904,21.265989780426025
BG,0,0,1,1,1,1,24,511251.1108453993,511285.5242936147,696874.5925451384,68.40081882476807
BG,0,0,2,0,0,0,24,686431.5518902774,686457.3654757631,20512664.328249946,7.41145396232605
BG,0,0,2,0,0,1,24,752139.3142120976,752173.7299442398,20456579.410144888,34.86520290374756
BG,0,0,2,0,1,0,24,490733.9911553296,490759.80295443634,668189.9210858459,11.576716661453247
BG,0,0,2,0,1,1,24,497300.29970964405,497334.71305852866,690509.2765591759,51.53101563453674
BG,0,0,2,1,0,0,24,490719.4138824662,490753.82991241594,3046723.6279685334,48.043840169906616
BG,0,0,2,1,0,1,24,489218.8710909162,489261.89075609413,1884420.647178691,193.72039318084717
BG,0,0,2,1,1,0,24,497960.96555987,497995.3792067395,678558.8829279259,40.35318565368652
BG,0,0,2,1,1,1,24,493761.38918121834,493804.4058673241,699211.3183819973,189.4226438999176
BG,0,1,0,0,0,0,24,547201.8363180351,547210.4408713335,2107367.7472222224,0.16412138938903809
BG,0,1,0,0,0,1,24,512383.71702590777,512400.92494161474,2093245.1134400307,10.095968961715698
BG,0,1,0,0,1,0,24,470176.693564867,470185.2975227205,15039512.167857142,1.7327980995178223
BG,0,1,0,0,1,1,24,460262.5303483273,460279.737072435,403948.8041790294,34.0942485332489
BG,0,1,0,1,0,0,24,468663.30360718904,468680.51157253055,1191791.3731354945,4.835315227508545
BG,0,1,0,1,0,1,24,460494.6017767964,460520.4136503568,664859.9762275036,17.026355981826782
BG,0,1,0,1,1,0,24,466990.70844723337,467007.9152210052,19397878.726289257,7.779588222503662
BG,0,1,0,1,1,1,24,457261.18139674293,457286.9914829045,465509.731455979,39.66119837760925
BG,0,1,1,0,0,0,24,519396.7945084247,519414.00356541516,2196772.158135492,2.683411121368408
BG,0,1,1,0,0,1,24,494550.65052389936,494576.46232300607,2434556.391316386,22.772266626358032
BG,0,1,1,0,1,0,24,464658.63936517615,464675.8472312473,2517527.0034323423,5.981218338012695
BG,0,1,1,0,1,1,24,452772.47179614846,452798.28180781193,472418.747166009,35.525309324264526
BG,0,1,1,1,0,0,24,462565.1915161363,462591.00346414855,1895214.5754026887,16.833733558654785
BG,0,1,1,1,0,1,24,452974.27672812843,453008.6924602707,885164.3292160513,50.72756552696228
BG,0,1,1,1,1,0,24,460435.7465887337,460461.5567493914,9191690.806027487,29.946072101593018
BG,0,1,1,1,1,1,24,450733.36714140786,450767.78049029247,698527.4280508122,59.71422052383423
BG,0,1,2,0,0,0,24,510218.55103312305,510244.36454419745,2601261.079837959,2.933710813522339
BG,0,1,2,0,0,1,24,488642.99611681444,488677.4117496827,2560524.7239762386,14.919183254241943
BG,0,1,2,0,1,0,24,464095.7650370126,464121.5767616638,17326507.21042739,10.254730701446533
BG,0,1,2,0,1,1,24,452028.3896840101,452062.8029335615,402531.33055622096,40.84876012802124
BG,0,1,2,1,0,0,24,461741.2261146705,461775.64204535354,1648300.8176464404,18.691553592681885
BG,0,1,2,1,0,1,24,452211.0558366761,452254.0753777614,896148.886030042,26.859989166259766
BG,0,1,2,1,1,0,24,459729.66848001315,459764.08202755684,20770694.164268706,35.55703401565552
BG,0,1,2,1,1,1,24,450110.23873117135,450153.2552931106,485955.4938665852,56.3504056930542
BG,1,0,0,0,0,0,24,547192.5446773253,547209.753833527,17090198.598224938,1.1209173202514648
BG,1,0,0,0,0,1,24,512367.80807056034,512393.6200185726,17893041.51832374,20.678515434265137
BG,1,0,0,0,1,0,24,469061.2264218895,469078.434387231,643336.5366920619,6.19091010093689
BG,1,0,0,0,1,1,24,459654.68416780484,459680.4943284626,708404.2292417249,39.92927026748657
BG,1,0,0,1,0,0,24,468200.98259054305,468226.7945385553,18508818.948244616,15.299176454544067
BG,1,0,0,1,0,1,24,459902.67744221666,459937.0933728997,2681649.2486037062,47.27708387374878
BG,1,0,0,1,1,0,24,466002.5085504374,466028.31871109514,645710.0061673025,29.356919527053833
BG,1,0,0,1,1,1,24,456575.87936360977,456610.29291115346,701904.9461092293,68.14751052856445
BG,1,0,1,0,0,0,24,519400.1012450477,519425.91490494274,18251313.645641357,1.8728976249694824
BG,1,0,1,0,0,1,24,494519.7597704015,494554.1756018154,18741777.301410057,28.469436407089233
BG,1,0,1,0,1,0,24,462890.20841977,462916.0202933304,661438.0324793315,4.9338905811309814
BG,1,0,1,0,1,1,24,451772.2617609534,451806.6752091688,710309.4863679856,46.48483180999756
BG,1,0,1,1,0,0,24,462094.15293180797,462128.568862491,19071807.078230545,35.03044939041138
BG,1,0,1,1,0,1,24,452006.13633076614,452049.1561200335,2770581.6016901643,57.58848237991333
BG,1,0,1,1,1,0,24,458884.3678147852,458918.7813623289,664616.6825131074,42.81807780265808
BG,1,0,1,1,1,1,24,449638.32584382757,449681.3426540968,703832.620245258,65.95516872406006
BG,1,0,2,0,0,0,24,510179.2369045575,510213.65501853835,19090744.424638312,4.431835889816284
BG,1,0,2,0,0,1,24,488591.37180845963,488634.39147363754,19301376.76775038,45.299500465393066
BG,1,0,2,0,1,0,24,461815.2641548119,461849.6798869542,653340.2215484525,13.716463327407837
BG,1,0,2,0,1,1,24,450694.9128346539,450737.9295207597,710878.9407686413,74.94627594947815
BG,1,0,2,1,0,0,24,461231.38358177483,461274.4034951286,19219631.53986015,27.843931436538696
BG,1,0,2,1,0,1,24,450926.62897608074,450978.2525742942,2682062.0742901247,51.13528275489807
BG,1,0,2,1,1,0,24,457686.31099358416,457729.32792801375,662280.9817030488,55.270673751831055
BG,1,0,2,1,1,1,24,448677.01562702307,448728.63565035,702731.980450771,114.88876008987427
BG,1,1,0,0,0,0,24,514002.83089272375,514020.0399993204,4412263.437841207,0.977165699005127
BG,1,1,0,0,0,1,24,489780.23949317937,489806.0513667398,3469584.347389375,10.855967044830322
BG,1,1,0,0,1,0,24,464603.45578549115,464620.6637011981,22013908.23919682,2.069967269897461
BG,1,1,0,0,1,1,24,452968.3388648613,452994.1489510228,388103.29905281443,33.397403955459595
BG,1,1,0,1,0,0,24,462271.5163059527,462297.3281795131,1673178.5927305021,12.657634973526001
BG,1,1,0,1,0,1,24,453156.9595295252,453191.37536093907,902038.4279068211,26.403194189071655
BG,1,1,0,1,1,0,24,460456.14140365215,460481.9514898137,25496037.657692797,25.89240288734436
BG,1,1,0,1,1,1,24,450836.35158855765,450870.76503677305,413967.64455179364,42.26226329803467
BG,1,1,1,0,0,0,24,508941.9663281955,508967.77991368115,3098734.8084461167,2.6514976024627686
BG,1,1,1,0,0,1,24,488129.46224470716,488163.87797684944,3127513.3753939252,16.063958644866943
BG,1,1,1,0,1,0,24,464324.59567203285,464350.40747113957,8698722.942894032,8.770792484283447
BG,1,1,1,0,1,1,24,452317.2051079891,452351.6184568737,435258.6863730492,56.5900673866272
BG,1,1,1,1,0,0,24,467232.74404989736,467267.15988131124,1214682.781884339,34.96997809410095
BG,1,1,1,1,0,1,24,452507.23784743855,452550.25751261646,918385.7609603142,95.2462363243103
BG,1,1,1,1,1,0,24,460000.329324805,460034.7427730204,14660078.201808348,44.38088369369507
BG,1,1,1,1,1,1,24,450354.9490813892,450397.9657674949,576500.7773030822,105.12892317771912
BG,1,1,2,0,0,0,24,507754.65229762916,507789.07031239505,2840776.5171006415,5.036776065826416
BG,1,1,2,0,0,1,24,487383.2529530374,487426.2724941227,2779653.8562789946,28.479158401489258
BG,1,1,2,0,1,0,24,462897.0549037318,462931.47053660004,760216.2118573163,48.492876291275024
BG,1,1,2,0,1,1,24,451793.85571713786,451836.8722790771,228600.493793148,96.08799004554749
BG,1,1,2,1,0,0,24,461721.58019579935,461764.59998506674,1641986.0659380793,63.00605750083923
BG,1,1,2,1,0,1,24,452184.7516035257,452236.3750528281,898311.2813357611,156.80927276611328
BG,1,1,2,1,1,0,24,459179.9004129395,459222.9172232087,783718.167642733,192.1439859867096
BG,1,1,2,1,1,1,24,449594.2847322711,449645.9046065982,428603.1300706968,227.35939598083496
BG,2,0,0,0,0,0,24,513839.5752493304,513865.3889092254,20117640.22917396,2.4878625869750977
BG,2,0,0,0,0,1,24,489648.9513780066,489683.36730868963,19989912.743023098,52.926798582077026
BG,2,0,0,0,1,0,24,462088.63564131426,462114.4475148747,655143.2361345486,11.269133567810059
BG,2,0,0,0,1,1,24,451457.2838516434,451491.6973991871,711285.4395622765,107.27379727363586
BG,2,0,0,1,0,0,24,461605.09593386203,461639.5117652759,16931415.773918904,54.59689378738403
BG,2,0,0,1,0,1,24,451679.04755362915,451722.06734289654,2523237.065341082,61.30050277709961
BG,2,0,0,1,1,0,24,458161.30809581565,458195.72154403105,663823.1059074745,48.79147028923035
BG,2,0,0,1,1,1,24,449222.77658398566,449265.79339425487,702513.577217787,120.888592004776
BG,2,0,1,0,0,0,24,508886.9193544746,508921.33756766794,19879956.918720774,3.677001714706421
BG,2,0,1,0,0,1,24,488029.2347739697,488072.2545632371,19838086.575977944,89.87718176841736
BG,2,0,1,0,1,0,24,462020.3252087223,462054.7410401362,656907.717576011,12.917333602905273
BG,2,0,1,0,1,1,24,451003.46992227685,451046.48673254607,710971.4192161288,93.77759981155396
BG,2,0,1,1,0,0,24,461474.8860399424,461517.9058292098,19148611.744273037,54.47958183288574
BG,2,0,1,1,0,1,24,451236.4865910371,451288.1103381579,2634309.0171939945,84.17606377601624
BG,2,0,1,1,1,0,24,457952.7268348782,457995.7436451474,665115.9907963036,72.13904666900635
BG,2,0,1,1,1,1,24,448942.0067786909,448993.626951014,703107.1759868809,160.7284550666809
BG,2,0,2,0,0,0,24,507765.91329435084,507808.9359368269,19742065.288099684,4.538567781448364
BG,2,0,2,0,0,1,24,487296.49170267367,487348.11530088715,19727899.38000742,88.50769305229187
BG,2,0,2,0,1,0,24,461803.2968566949,461846.3165218728,653472.8004028072,23.198793649673462
BG,2,0,2,0,1,1,24,450696.8285455882,450748.44856891513,710875.8830894845,173.39128828048706
BG,2,0,2,1,0,0,24,478173.0487964087,478224.67254352954,2318043.159001339,170.28579950332642
BG,2,0,2,1,0,1,24,477470.00022730435,477530.2277585534,3818318.2713854616,359.5724890232086
BG,2,0,2,1,1,0,24,457670.13491459074,457721.7550869138,662513.6226986237,106.31523513793945
BG,2,0,2,1,1,1,24,448678.9832217151,448739.20658226317,702734.5550088926,270.3014941215515
BG,2,1,0,0,0,0,24,506959.18108723697,506984.9946727226,2233600.4620600687,2.3201844692230225
BG,2,1,0,0,0,1,24,487322.98152415256,487357.39735556644,2648360.5209129173,22.151386976242065
BG,2,1,0,0,1,0,24,464120.0552274991,464145.8670266058,4220807.5078331055,4.263897657394409
BG,2,1,0,0,1,1,24,451881.10636819835,451915.51981641375,413355.0736953686,51.631736755371094
BG,2,1,0,1,0,0,24,461811.9525083688,461846.3682405111,1833118.533675075,26.645212173461914
BG,2,1,0,1,0,1,24,452063.5183876154,452106.5380527933,834062.0483833257,56.146544218063354
BG,2,1,0,1,1,0,24,459638.08885688893,459672.50220577355,10842695.647468718,61.08507537841797
BG,2,1,0,1,1,1,24,450016.51450149465,450059.5311876004,629060.0898948208,110.72931933403015
BG,2,1,1,0,0,0,24,501750.0524330706,501784.47054705146,955347.9907838485,9.762040853500366
BG,2,1,1,0,0,1,24,481127.90905911545,481170.92872429336,946158.234793384,50.75604486465454
BG,2,1,1,0,1,0,24,462105.43564010656,462139.85137224884,747833.9814164131,63.579427003860474
BG,2,1,1,0,1,1,24,449969.3887349997,450012.40542110545,580571.9106299902,119.62880229949951
BG,2,1,1,1,0,0,24,459559.58038948564,459602.60005466355,936436.6475503513,89.56659436225891
BG,2,1,1,1,0,1,24,452411.6140112431,452463.2376094566,886302.9510985247,273.0858838558197
BG,2,1,1,1,1,0,24,458439.260982188,458482.27766829374,775402.5672789512,304.6529703140259
BG,2,1,1,1,1,1,24,448185.68112686963,448237.3011501966,297925.39278573013,195.04787921905518
BG,2,1,2,0,0,0,24,500521.211910152,500564.2344286094,971476.1154777003,9.671804904937744
BG,2,1,2,0,0,1,24,481024.9540254759,481076.5774747783,953933.1544671161,54.49009966850281
BG,2,1,2,0,1,0,24,462428.3137275482,462471.33326863346,28305752.39288415,33.49883055686951
BG,2,1,2,0,1,1,24,449957.4289321828,450009.0488065099,569363.005679632,134.9957790374756
BG,2,1,2,1,0,0,24,459514.475458651,459566.0990568645,938903.5123942498,154.55323314666748
BG,2,1,2,1,0,1,24,466878.56866120733,466938.7960187268,670933.2072901346,340.51471066474915
BG,2,1,2,1,1,0,24,457848.6113455117,457900.23136883863,35029486.69218878,141.23094177246094
BG,2,1,2,1,1,1,24,448176.79708753544,448237.02027425036,299126.0710468772,142.48553252220154
